Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,CEP,Município,Bairro,price,url,Final de placa
"Carros, vans e utilitários",FIAT UNO MILLE  ELX  2P E 4P,FIAT,Antigo,1995,40000000,1.0,Gasolina,Manual,Mecânica,Vermelho,2 portas,78058000,Cuiabá,Morada da Serra,4500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-95-96-891806916,4
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE COMF/HIGHLI. 1.6 MI T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2013,93000,1.6,Flex,Manual,Hidráulica,Prata,4 portas,78075580,Cuiabá,Jardim Universitário,34900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/voyage-confortline-2013-891805040,
"Carros, vans e utilitários",NISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.,NISSAN,SUV,2019,17600,1.6,Flex,Automático,Elétrica,Preto,4 portas,78060822,Cuiabá,Jardim Itália,87500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/kicks-sv-19-19-17-mil-km-de-particular-891804659,4
"Carros, vans e utilitários",FIAT FIORINO ENDURANCE EVO 1.4 FLEX 8V 2P,FIAT,Van/Utilitário,2021,6000,1.4,Flex,Manual,Hidráulica,Branco,2 portas,78850000,Primavera do Leste,,86000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/fiat-fiorino-891781035,1
"Carros, vans e utilitários",NISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.,NISSAN,SUV,2020,85300,1.6,Flex,Automático,Elétrica,Branco,4 portas,78008010,Cuiabá,Baú,87490.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/kicks-sv-1-6-automatica-2020-apenas-33-mil-km-2021-pago-818252419,1
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2009,94835,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,78088420,Cuiabá,Tijucal,19500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/vendo-gol-g5-completo-891786252,
"Carros, vans e utilitários",FORD RANGER,FORD,Pick-up,2015,26600,2.0 - 2.9,Flex,Manual,Hidráulica,Branco,4 portas,78010010,Cuiabá,Bandeirantes,85999.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/ranger-xls-4-2-891778150,1
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP RODEIO 2.4 MPFI F.POWER CD,GM - CHEVROLET,Pick-up,2011,123500,2.0 - 2.9,Flex,Manual,Hidráulica,Verde,4 portas,78095160,Cuiabá,Parque Atalaia,55900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/s10-rodeio-2011-flex-2-4-891776502,9
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI 1.6 MI PLUS TOTAL FLEX  8V 4P,VW - VOLKSWAGEN,Antigo,1986,5000,,Álcool,Manual,Mecânica,Cinza,2 portas,78120480,Várzea Grande,Parque do Lago,6000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/parati-1986-revisada-891758897,
"Carros, vans e utilitários",HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,Hatch,2013,52981,1.6,,Automático,Hidráulica,Vermelho,4 portas,78520000,Guarantã do Norte,,43000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/realize-o-sonho-do-carro-proprio-891774299,
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2018,62900,1.0,Flex,Manual,Hidráulica,Prata,4 portas,78705846,Rondonópolis,Jardim Esmeralda,44900.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/hb20-hatc-1-0-completo-867036790,
"Carros, vans e utilitários",RENAULT DUSTER TECHROAD 2.0 HI-FLEX 16V AUT.,RENAULT,Van/Utilitário,2014,119800,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,4 portas,78705846,Rondonópolis,Jardim Esmeralda,48900.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/duster-tech-road-automatico-891757827,
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW - VOLKSWAGEN,,2019,88900,1.6,Flex,Manual,Hidráulica,Branco,2 portas,78705846,Rondonópolis,Jardim Esmeralda,54900.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/savero-cs-robustez-867511774,9
"Carros, vans e utilitários",FORD FOCUS,FORD,,2006,159067,,Gasolina,Automático,Hidráulica,Prata,4 portas,78760000,Guiratinga,,15000.0,https://mt.olx.com.br/regiao-de-rondonopolis-e-sinop/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-2006-891748631,0
"Carros, vans e utilitários",GM - CHEVROLET OPALA L/SL/SS/ 2.5/4.1,GM - CHEVROLET,Antigo,1986,100,1.8,Gasolina,Manual,Hidráulica,Verde,2 portas,78090852,Cuiabá,Jardim Mossoró,15000.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/vendo-opala-891731560,3
"Carros, vans e utilitários",HONDA CIVIC COUPE EX/ EXS 1.6 16V 2P,HONDA,Passeio,2008,194539,1.8,Flex,Automático,Hidráulica,Cinza,4 portas,78115805,Várzea Grande,Ponte Nova,36990.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-new-lxs-1-8-16v-aut-flex-891730197,9
"Carros, vans e utilitários",RENAULT LOGAN AUTHENTIQUE FLEX 1.0 12V 4P,RENAULT,Passeio,2018,63597,1.0,Flex,Manual,Hidráulica,Prata,4 portas,78115805,Várzea Grande,Ponte Nova,41990.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-authentique-1-0-12v-sce-flex-891728919,6
"Carros, vans e utilitários",MITSUBISHI OUTLANDER 2.0 16V 160CV AUT.,MITSUBISHI,Passeio,2014,169802,2.0 - 2.9,Gasolina,Automático,Hidráulica,Branco,4 portas,78115805,Várzea Grande,Ponte Nova,57900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-outlander-2-0-16v-cvt-891730178,1
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2018,70393,1.6,Flex,Manual,Hidráulica,Branco,4 portas,78115805,Várzea Grande,Ponte Nova,55900.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-1-6-trendline-flex-891730183,1
"Carros, vans e utilitários",FIAT UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 4P,FIAT,Hatch,2010,110000,1.0,Flex,Manual,Hidráulica,,4 portas,78051408,Cuiabá,Jardim Eldorado,9500.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/uno-3-anos-atrasado-ta-no-meu-nome-891722057,8
"Carros, vans e utilitários",GM - CHEVROLET HATCH LT 1.0 12V TB FLEX 5P AUT,GM - CHEVROLET,Hatch,2020,23000,1.0,Flex,Automático,Hidráulica,Branco,4 portas,78090855,Cuiabá,Jardim Mossoró,69999.0,https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/onix-plus-1-0-turbo-automatico-891727834,
